7387,7387,7387.1,7387.1,7387.1,7387.1,7387.1,7387.1,7387.1,7387.1,7387.1,7387.1,7387.1,7387.1,7387.6,7387.6,7387.6,7387.6,7387.6,7387.6,7387.8,7387.8,7387.8,7387.8,7387.8,7387.7,7387.8,7387.8,7387.8,7387.8,0
7404.8,7404.8,7404.7,7404.7,7404.7,7404.7,7404.7,7404.7,7404.7,7404.7,7404.7,7404.7,7404.8,7404.8,7404.8,7404.8,7404.7,7404.7,7404.8,7404.8,7404.8,7404.8,7404.8,7404.8,7406.9,7405.6,7405.7,7406.9,7406.9,7406.9,1
7380,7379.8,7379.8,7379.8,7379.8,7379.8,7379.8,7379.8,7379.8,7379.8,7379.8,7379.8,7379.8,7379.8,7379.8,7379.8,7379.8,7379.8,7379.8,7379.8,7379.8,7379.8,7379.8,7379.8,7379.5,7379.5,7379.6,7379.6,7379.3,7379.7,0
7357.7,7357.7,7359,7359,7358.9,7358.9,7358.8,7358.8,7356.9,7356.9,7358.9,7358.9,7358.9,7358.9,7358.9,7358.9,7358.1,7358.1,7358.1,7358.1,7358.1,7358.1,7359.8,7359.8,7358.4,7358.4,7358.9,7358.9,7358.9,7360.1,0
7368.6,7368.6,7368.4,7368.4,7368.4,7368.4,7368.3,7368.3,7368.3,7368.6,7368.1,7368.5,7368.5,7368.5,7368.4,7368.4,7368.3,7368.4,7368.4,7368.6,7368.5,7368.9,7368.9,7368.9,7368.9,7368.9,7369.1,7369.1,7370,7370.8,1
7388,7388,7387.8,7387.8,7388,7388,7388,7388,7388,7388.6,7389.9,7389.9,7388.6,7389,7389.2,7389.9,7391.8,7391.8,7391.8,7391.8,7390.3,7390.3,7390.3,7391.9,7391.9,7391.8,7391.8,7391.2,7391.8,7391.8,1
7402,7401.9,7401.9,7401.9,7401.8,7401.8,7401.8,7401.8,7401.9,7401.9,7401.9,7401.9,7402.6,7403.3,7402.6,7402.6,7402.6,7403.4,7404,7404.1,7412.3,7406.6,7406.6,7408.2,7406.6,7406.6,7406.6,7406.8,7407.4,7412.2,1
7398.9,7398.9,7398.9,7398.9,7398.4,7398.5,7399,7398.5,7398,7398,7398,7397.9,7397.9,7397.9,7397.9,7398,7397.8,7397.8,7397.8,7397.8,7397.5,7397.8,7397.8,7397.8,7397.8,7397.8,7397.8,7397.8,7397.8,7397.8,0
7424.9,7424.9,7424.9,7424.9,7424.9,7424.9,7424.9,7424.9,7424.9,7424.9,7424.9,7424.9,7424.9,7424.9,7424.9,7424.5,7424.5,7424.5,7424.9,7424.9,7424.9,7424.6,7424.9,7424.7,7424.9,7425,7425,7425.2,7425.2,7425.2,1
7414.4,7414.5,7414.5,7415.1,7415,7415,7415.4,7415.1,7415.1,7415.7,7415.7,7415.7,7415.7,7415.7,7415.7,7415.7,7415.7,7415.8,7415.8,7415.7,7415.8,7415.8,7415.8,7415.8,7415.8,7415.8,7415.6,7415.6,7415.6,7415.8,0
7426.4,7426.4,7429,7426.6,7426.6,7427.9,7428.7,7431.1,7431.1,7431.1,7430.4,7428.8,7428.8,7430.4,7429.6,7429.7,7429.7,7429.8,7429.8,7430.4,7430.4,7430.4,7430.4,7431.1,7430.4,7429.9,7430.6,7430.4,7429.9,7429.9,1
7410.8,7410.8,7410.8,7413.7,7413.6,7413.6,7412.4,7412.4,7413,7413,7413,7412.4,7413,7413,7412.5,7412.5,7412.9,7412.5,7412.5,7412.6,7412.6,7412.6,7412.6,7412.8,7412.8,7412.8,7413.1,7413.1,7413.1,7413.1,0
7425.7,7425.7,7425.7,7425.7,7425.7,7425.7,7425.7,7425.8,7425.8,7425.8,7426.2,7426.2,7426.2,7426.2,7426.2,7426.2,7426.4,7426.4,7426.4,7426.4,7426.5,7426.5,7426.5,7428.1,7428.1,7428.1,7428.1,7428.1,7428.1,7428.1,1
7418.6,7418.5,7418.6,7418.6,7418.6,7417.2,7418.5,7415.3,7416.8,7416.7,7413,7415.2,7413.9,7411.4,7411.3,7410.8,7410.8,7410.6,7410.1,7410.1,7410.1,7410.1,7410.1,7410.1,7409.3,7409.3,7409.3,7409.3,7409.2,7409,0
7425.9,7425.9,7425.9,7425.9,7425.9,7425.9,7425.9,7425.9,7425.9,7425.9,7425.5,7425.5,7425.5,7425.8,7425.8,7425.5,7425.2,7425.2,7425.1,7425.1,7425.6,7425.5,7425.1,7425.3,7425.3,7425.3,7425.2,7424.8,7424.8,7424.5,1
7446.9,7446.9,7447.9,7447.9,7447.9,7445.2,7445.2,7448.4,7446.5,7447.8,7447.6,7448.3,7448.3,7448.3,7448.3,7448.3,7448.3,7448.4,7448.3,7448.3,7447.7,7447.7,7447.8,7447.8,7447.7,7447.8,7447.8,7448,7447.5,7447.5,1
7430.7,7430.7,7430.8,7430.8,7430.7,7430.7,7430.7,7430.7,7430.7,7431.1,7431.1,7430.7,7430.9,7430.9,7430.9,7430.9,7430.8,7430.8,7430.8,7430.8,7430.8,7430.8,7430.8,7430.8,7430.8,7430.8,7430.8,7430.8,7430.8,7430.8,0
7424.2,7424.2,7424.2,7424.2,7424.2,7424.2,7424.1,7424.1,7423.9,7423.9,7421,7420.9,7420.9,7420.8,7420.8,7420.7,7420.3,7420.3,7420.2,7420.6,7420.3,7419.9,7419.9,7419.9,7419.9,7419.9,7420,7420,7420,7420,0
7465.4,7465.4,7465.4,7465.4,7465.4,7465.4,7465.4,7465.4,7465.4,7465.4,7465.5,7465.5,7465.4,7465.4,7465.4,7465.4,7465.5,7465.4,7465.4,7465.4,7465.4,7465.4,7465.4,7465.4,7465.4,7465.4,7465.4,7465.4,7465.4,7465.4,1
7451.4,7452.5,7453.5,7452.1,7453.5,7453.5,7453.5,7453.5,7453.5,7453.7,7453.7,7454.2,7453.8,7453.8,7453.8,7453.8,7453.8,7453.8,7454.2,7454.2,7454.2,7454.2,7454.2,7454.2,7454.2,7454.2,7454.2,7454.2,7454.2,7454.1,0
7469.3,7469.3,7469.8,7469.8,7469.8,7469.3,7469.3,7469.3,7469.3,7469.3,7469.3,7469.3,7469.3,7469.3,7469.3,7469.4,7469.4,7469.3,7469.4,7469.4,7469.3,7469.3,7469.3,7469.3,7469.3,7469.3,7469.3,7469.3,7469.3,7470.1,1
7479.4,7479.4,7479.4,7479.9,7479.8,7479.8,7479.8,7479.8,7479.8,7479.8,7479.8,7479.8,7479.8,7479.9,7479.9,7480,7480,7480,7480,7480.1,7481,7481,7481,7481,7481,7481,7480.6,7480.8,7480.7,7480.7,1
7460,7460,7460,7460.5,7460.5,7460.5,7460.5,7460.7,7460.7,7460.7,7460.7,7460.7,7460.7,7460.7,7460.7,7461.3,7461.3,7461.3,7461.5,7461.5,7462.3,7462.3,7462.3,7462.3,7462.2,7466,7465.9,7465.9,7469.6,7469.6,0
7456.8,7456.1,7456.8,7456.1,7456.1,7456,7453.1,7453.1,7453,7453,7453,7453,7453,7453,7452.6,7452.6,7452.6,7452.7,7452.6,7448.4,7448.4,7449.9,7448.4,7449.2,7449.2,7449.2,7449.2,7449.8,7449.2,7449.7,0
7461.9,7462,7461.9,7461.9,7461.9,7462,7462,7462,7462.1,7462.1,7462.1,7462.1,7462.1,7462.1,7462.1,7462.1,7462.1,7462.1,7462.1,7462.1,7462.1,7462.1,7462.1,7462.1,7462.1,7462.1,7462.1,7462.1,7462.1,7462.1,1
7481.2,7481.7,7481.7,7481.2,7481.2,7481.2,7481.2,7481.2,7481.2,7481.2,7481.2,7481.2,7481.2,7481.2,7481.2,7481.3,7481.2,7481.2,7481.2,7481.2,7481.2,7481.2,7481.2,7481.2,7481.1,7481.1,7481,7481.1,7481.1,7481,1
7461.9,7461.9,7461.9,7461.9,7461.9,7461.9,7461.9,7461.9,7461.9,7461.9,7461.9,7461.9,7462.7,7462.7,7462.6,7462.6,7462.2,7462.7,7462.7,7462.7,7462.7,7462,7462,7462,7462.6,7462.5,7462.5,7462.5,7462.3,7462.3,0
7434.3,7434.6,7434.6,7434.6,7434.5,7435.4,7435.4,7435.4,7436.5,7436.5,7436.5,7435.9,7436.5,7436.5,7436.5,7436.5,7436.6,7436.9,7437.2,7437.2,7436.9,7436.9,7436.9,7437,7437,7437,7437,7437.1,7437,7437,0
7423.4,7423.2,7423.1,7423.1,7423.1,7422.9,7422.9,7423,7423,7422.9,7422.3,7422.2,7422,7422,7421.3,7421.3,7421.3,7421.3,7421.3,7421,7420.5,7420.5,7419.9,7419.8,7419.7,7419.7,7418,7419,7418.9,7417.9,0
7435.9,7435.9,7435.9,7435.9,7435.9,7435.9,7435.9,7435.9,7435.9,7435.9,7436,7435.2,7435.2,7435.2,7436,7435.2,7435.2,7435.2,7435.2,7435.2,7435.2,7435.4,7435.4,7436,7437.9,7437.9,7437.6,7438.4,7438.4,7438.4,1
7448.6,7448.6,7448.6,7448.6,7448.6,7448.6,7448.6,7448.6,7450.4,7450.4,7449.7,7449.7,7450.4,7450.4,7449.7,7449.7,7449.7,7449.7,7449.7,7449.7,7449.7,7450.4,7450.4,7450.4,7450.4,7450.4,7450.4,7450.4,7450.4,7450.4,1
7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,7434.8,0
7461,7461,7462.7,7464.8,7464.8,7464.9,7464.9,7464.8,7464,7464,7464,7465.5,7463.3,7463.3,7465.4,7466,7466,7466.3,7467.9,7467.9,7467.9,7466.4,7469.8,7469.9,7469.9,7469.9,7469.9,7469.9,7469.9,7470,1
7442.2,7442.1,7442.2,7443,7444.8,7443.2,7443.2,7444.1,7445.5,7449.2,7449.2,7448.6,7449.3,7449.3,7452.9,7452.9,7452.9,7452.9,7452.3,7452.4,7452.4,7452.4,7452.4,7452.5,7452.6,7452.2,7452.6,7452.6,7452.6,7452.9,0
7469.7,7469.8,7469.7,7469.7,7469.7,7469.7,7469.8,7469.8,7469.7,7469.7,7469.7,7469.8,7469.8,7469.8,7469.8,7469.8,7469.8,7469.8,7469.8,7470.6,7472.6,7471.6,7471.6,7472.3,7472.3,7473.8,7474.6,7474.6,7474.6,7474.7,1
7519.4,7519.4,7518.7,7520,7520.7,7523.4,7523.4,7524,7525,7526.4,7527.3,7527.9,7530,7530,7531.4,7535.1,7536,7540,7536.6,7540,7540,7540,7545,7545.9,7545.9,7550,7550,7550,7550,7550,1
7491.5,7494.8,7493.9,7493.9,7494,7494,7494.1,7494.1,7495.4,7494.1,7494.6,7494.8,7494.6,7494.6,7494,7494,7493.8,7494,7494,7494.8,7494,7494,7494,7494.8,7494.8,7494.8,7494.8,7494.8,7494.8,7494.8,0
7476.2,7478.4,7475,7475.9,7475.4,7475.4,7477.4,7476.6,7476.2,7476.6,7476.6,7476.6,7474.6,7474,7473.3,7473.3,7473.4,7473.3,7474,7474,7473.7,7473.3,7473.3,7473.3,7473.3,7473.6,7473.6,7473.6,7474,7474,0
7483.6,7483.6,7482.9,7482.9,7483.7,7484.7,7487.8,7487.8,7484.7,7487,7487,7487,7487,7485.9,7487.9,7487.9,7487.9,7488.6,7486.8,7485.5,7487.1,7485.5,7485.5,7485.5,7485.5,7485.5,7485.5,7485.5,7485.6,7489.8,1
7484,7483.9,7483.9,7483.3,7479.6,7479.6,7481.7,7479.6,7480.1,7479.4,7479.4,7479.4,7483,7483,7480.4,7480.4,7480.4,7480.4,7479.7,7479.7,7480.4,7479.7,7479.6,7479.6,7479.6,7478.9,7478.9,7478.9,7478.9,7477.5,0
7500.3,7499.4,7503.8,7499.5,7502.1,7502.1,7502.1,7502.1,7499.5,7501.4,7501.3,7501.3,7501.3,7500.6,7500.6,7500.6,7500.6,7501.3,7501.3,7499.8,7501.3,7500.3,7500.3,7500.3,7500.6,7500.6,7500.6,7500.6,7501.1,7501.1,1
7437.1,7437.1,7437.1,7437.1,7436.3,7437.8,7437,7437.8,7438.1,7436.3,7438.1,7438.5,7438.5,7437.3,7437.1,7437.3,7437.8,7438.1,7439.4,7442.7,7442.7,7438.3,7443,7444.5,7439,7443.8,7437.8,7437.8,7444.5,7440.1,0
7465.4,7466.1,7466.1,7466.1,7464.6,7466.1,7465.3,7465.3,7465.3,7465.3,7465.3,7464.6,7464.6,7465.3,7465.3,7465.3,7465.3,7464.6,7465.4,7464.6,7465.4,7465.4,7465.4,7465.4,7465.4,7465.4,7464.8,7465,7464.6,7464.6,1
7474.7,7474.7,7474.7,7474.7,7474.7,7474.7,7474.7,7474.7,7474.4,7474.4,7474.4,7474.7,7474.7,7474.7,7474.7,7474.7,7474.6,7474.6,7474.7,7474.6,7474.6,7475,7475,7475,7475,7475,7475.1,7475.1,7475.2,7475.2,1
7482.9,7482.9,7482.9,7482.9,7483.6,7483.6,7483.6,7483.6,7483.6,7483.6,7485.7,7485.7,7485.8,7485.8,7485.8,7485.8,7485.8,7485.7,7486.1,7486.1,7486.1,7486.1,7485.7,7487.3,7487,7487,7487,7487,7486.5,7486.5,1
7472.4,7472.4,7461.1,7461.7,7461.7,7469.6,7468.5,7468.9,7468.9,7466.3,7467.7,7469.7,7468.4,7468.4,7467.7,7467.1,7467.1,7467.1,7467.1,7466.4,7466.4,7466.4,7467.1,7466.4,7466.4,7467.1,7467.1,7467.1,7467.1,7467.1,0
7442.7,7442.7,7442.7,7442.5,7441.8,7441.8,7442.5,7441.8,7441.8,7441.8,7441.8,7441.8,7441.8,7441.9,7441.9,7441.9,7441.9,7441.9,7441.9,7441.9,7441.8,7441.8,7441.8,7441.9,7441.9,7441.8,7441.8,7441.8,7441.9,7441.9,0
7429.3,7429.3,7429,7429,7429,7429,7429,7429,7428.5,7428.5,7428.5,7428.5,7428.5,7428.5,7428.5,7428.5,7428.5,7428.5,7428.5,7428.5,7428.5,7428.5,7428.5,7427.2,7427.2,7427.2,7427.2,7427.2,7427.2,7427.2,0
7394.3,7394.2,7394.3,7393.9,7393.8,7393.8,7392.8,7392.8,7392.6,7392.6,7394.6,7395,7395.1,7398.3,7400,7400.3,7400.3,7401.5,7401.5,7400.5,7400.5,7400.5,7400.5,7401,7401,7402.1,7402.1,7402.1,7402.1,7402.6,0
7420,7420,7420,7420,7420,7420,7420,7420,7420,7420,7419,7419,7419,7419,7419,7419,7419,7419,7419,7419,7419,7419,7419,7419,7419,7419,7419,7419,7419,7419,1
7385.1,7385,7384.1,7381.1,7380.4,7379.9,7373.9,7373.9,7375,7373.9,7373.9,7375,7374.9,7374.6,7374.9,7374.9,7374.7,7374.7,7374.7,7374.9,7374.7,7374.7,7374.7,7374.7,7374.6,7374.9,7374.9,7374.9,7374.9,7375.3,0
7392.6,7392.6,7393.4,7395.6,7395.6,7392.6,7394.2,7392.6,7394.9,7392.6,7394.2,7394.2,7391.9,7388.6,7388.6,7392.9,7390,7388.6,7388.6,7388.6,7387.9,7387.9,7387.9,7390,7388.6,7388.6,7388.6,7388.2,7387.9,7385.4,1
7375,7374.7,7375,7375,7375,7375,7375,7375,7375,7375,7375,7375,7375,7374.6,7375,7375,7375,7375,7375,7375,7375,7375,7375,7375,7375,7375,7375,7375,7375,7375,0
7413.8,7413.8,7413.8,7414.1,7413.8,7413.8,7413.8,7413.8,7414.1,7414.1,7414.1,7414.4,7414.1,7414.1,7414.4,7414.1,7414.1,7414.1,7414.1,7414.1,7414.1,7414.9,7415.2,7415.9,7415.9,7416.3,7415.9,7415.9,7415.9,7416.8,1
7401,7401,7401,7401,7400.9,7400.9,7401,7400.5,7400.5,7400.5,7400.5,7401,7401,7401,7401,7401,7401,7401,7401,7400.5,7400.5,7400.5,7400.5,7401,7401,7401,7401,7400.2,7400.2,7400.2,0
7390.2,7389.8,7389.8,7389.8,7390.1,7390.1,7389.5,7389.5,7389.5,7389.5,7388.8,7389.9,7389.9,7389.9,7389.5,7388.8,7388.8,7389.5,7388.1,7388.8,7388.8,7388,7388,7388,7388,7388,7388,7388,7388,7388,0
7401.6,7401.6,7401.6,7401.6,7401.6,7401.7,7401.6,7401.6,7401.7,7401.7,7401.7,7401.7,7401.6,7401.7,7401.7,7401.7,7401.7,7401.7,7401.6,7401.7,7401.7,7401.7,7401.7,7401.7,7401.6,7401.6,7400.9,7400.3,7401.7,7401.7,1
7435.8,7435.1,7437.2,7437.2,7437.2,7437.2,7436.4,7437.3,7437.3,7437.8,7438.7,7439,7439,7437.9,7438.2,7438.2,7438.9,7435.1,7438.2,7438.2,7438.4,7437.2,7437.2,7438.2,7438.2,7437.4,7438.4,7438.4,7437.4,7437.4,1
7423.3,7423.3,7423.3,7423.3,7423.2,7423.3,7423.9,7423.9,7423.9,7423.9,7423.9,7423.9,7424,7424,7423.9,7423.8,7424,7424,7424,7424,7424.1,7424.1,7424.1,7424.1,7424.1,7424.1,7424,7424,7424.7,7424.7,0
7440.3,7439,7439.5,7439,7439,7439,7439,7439,7439,7438.3,7439,7439,7438.3,7437.4,7437.4,7433,7433.3,7433.7,7433.7,7433,7433.7,7433.7,7437.4,7433.7,7434.5,7434.5,7434.5,7434.5,7434.5,7435,1
7454.8,7454.8,7454.8,7454.8,7454.8,7454.8,7454.8,7454.8,7454.8,7455.8,7454.9,7457.2,7457.2,7459.8,7457.3,7456.4,7457.3,7457.3,7456.4,7457.3,7457.3,7455.7,7457.1,7455.7,7455.5,7455.5,7457.2,7457.2,7456.5,7457.2,1
7468.5,7468.5,7468.5,7468.5,7468.6,7468.6,7468.6,7467.9,7467.9,7468.5,7468.5,7468.5,7467,7467,7468.5,7467.8,7468.6,7468.5,7468.5,7467.8,7468.5,7468.5,7468.5,7468.5,7468.5,7468.5,7467.8,7468.5,7468.5,7468.5,1
7456.6,7456.6,7456.6,7456.6,7456.6,7456.6,7457.3,7457.3,7455,7455,7455,7455,7455,7455,7455,7455,7455,7455,7454.6,7453.1,7453.1,7453.8,7455.5,7455.5,7455.5,7454.7,7454.6,7454.7,7454.7,7455.7,0
7444.1,7443.9,7444.1,7444.1,7444.1,7444.1,7444.1,7444.1,7444.1,7444.1,7444.2,7444.2,7444.2,7444.2,7443.7,7443.7,7443.7,7443.7,7443.7,7443.4,7443.4,7443.7,7443.7,7443.7,7443.7,7443,7443,7443.4,7443.4,7443.4,0
7461,7461,7461,7461,7461,7461,7461,7461.1,7461.1,7461.1,7461.1,7461.1,7461.1,7461.1,7461.1,7461.4,7461.1,7461.7,7461.7,7461.7,7461.7,7461.7,7461.7,7461.7,7461.7,7461.7,7461.7,7461.7,7461.7,7461,1
7459.5,7453.5,7453.5,7453.5,7454.7,7452,7452,7452,7452,7452,7452,7452,7452,7452,7452,7452,7452,7451.3,7451.3,7452,7452,7452,7450,7452,7452,7452,7452,7450.8,7450.8,7450.8,0
7460.4,7460.4,7460.4,7460.4,7460.5,7460.5,7460.5,7460.5,7460.4,7460.4,7460.4,7460.5,7460.4,7460.4,7460.4,7460.4,7460.4,7460.4,7460.4,7460.4,7460.4,7460.4,7460.4,7461,7461,7461,7461,7461,7461,7461,1
7450,7450.7,7450.1,7450.1,7450,7450,7450,7450,7450.4,7450.4,7450.4,7450,7450,7450,7450,7450.7,7450.7,7450.7,7450,7450.7,7450.7,7450.7,7450.4,7450.4,7450.4,7450,7450,7450,7450.4,7450.2,0
7465.5,7465.5,7465.4,7465.5,7465.5,7465.5,7465.5,7465.5,7465.5,7465.5,7465.5,7465.5,7465.5,7465.5,7465.5,7465.5,7465.5,7465.5,7465.5,7465.5,7465.5,7465.5,7465.5,7465.5,7465.5,7465.5,7465.5,7465.5,7465.5,7465.5,1
7451.3,7451.3,7451.3,7451.1,7451.1,7451.3,7451.3,7451.3,7450.6,7451.3,7451.3,7451.3,7451.3,7451.3,7451.3,7451.3,7451.3,7451.3,7451.3,7451.3,7451.3,7451.3,7451.3,7451.3,7451.3,7451.3,7451.3,7451.3,7450.7,7450.7,0
7420.8,7420.8,7421.6,7420.8,7420.8,7422.3,7421.6,7420,7420,7419.8,7419.2,7420,7419.3,7419.3,7419.3,7419.6,7419.6,7419.6,7417.8,7417.8,7419.2,7418.3,7418.3,7418.3,7418.3,7415.1,7414.5,7414.5,7414.5,7414.3,0
7432.8,7432.8,7432.8,7433.6,7432.8,7432.8,7432.8,7432.1,7432.8,7429.1,7429.1,7429.1,7429.1,7429.1,7429.1,7432.8,7432.1,7432.1,7432,7432,7432.8,7431.3,7432,7431.3,7429.1,7429.9,7429.1,7429.9,7429.9,7429.2,1
7415,7415,7417,7415,7416,7416,7416,7415,7415,7413.9,7413.9,7413.9,7415.3,7415.3,7415.3,7415,7415,7415,7412.4,7412.9,7411.1,7410.3,7412.9,7410.3,7410.3,7410.3,7410.3,7410.3,7410.3,7411.6,0
7426.6,7426.6,7425.9,7425.9,7425.9,7425.9,7425.8,7425.9,7425.9,7425.9,7425.9,7426.1,7426.4,7426.4,7426.4,7425.9,7425.2,7425.6,7424.3,7423.6,7424.2,7424.3,7424.2,7424.2,7424.2,7420.7,7420.7,7423.5,7420.6,7420.6,1
7382,7382.1,7382.1,7380,7380,7380.1,7380.7,7380.7,7380,7380,7375.8,7380,7380,7380,7379.2,7375.8,7380,7375.8,7376.5,7374.7,7374.7,7376.3,7376.3,7376.5,7374.8,7375.5,7376.7,7376.7,7375.5,7378.1,0
7388.4,7388.4,7389.1,7389.1,7389.1,7389.1,7389.1,7388.4,7388.8,7389.1,7389.1,7389.1,7389.1,7389.1,7389.1,7389.1,7389.1,7389.1,7389.1,7389.1,7389.1,7389.1,7389.1,7389.1,7389.1,7389.1,7389.2,7389.2,7389.2,7389.5,1
7371,7372.3,7365.9,7371.6,7371.6,7370.7,7370,7363.9,7367,7364.7,7370,7370,7366.9,7369.3,7370,7370,7369.3,7370,7366.9,7370,7369.3,7369.3,7365.8,7367,7367,7366.5,7366.3,7366.3,7366.3,7366.3,0
7375.8,7375.3,7375.8,7376,7382.5,7376,7377.1,7382.6,7381.7,7382.6,7382,7382,7381.9,7381.9,7381.9,7382.1,7382.6,7382.6,7382.6,7382.4,7382.4,7381.8,7382.6,7381.7,7382.6,7382.6,7382.6,7382.6,7381.9,7381.9,1
7360.2,7360,7360,7363.5,7363.5,7363.5,7364.3,7364.3,7363.6,7364.3,7364.3,7364.3,7364.3,7364.3,7363.6,7363.6,7363.6,7364.3,7364.3,7364.3,7364.3,7364.3,7364.3,7363.6,7364.3,7363.5,7363.5,7363.5,7364.3,7364.3,0
7372.8,7372.8,7373.1,7373.1,7373.1,7373.5,7373.5,7373.5,7373.5,7373.5,7373.5,7373.1,7373.1,7373.1,7373.5,7373.5,7373.5,7373.1,7373.5,7373.1,7373.5,7373.5,7373.5,7373.5,7373.5,7373.1,7373.5,7373.5,7373.5,7373.5,0
7389.8,7388.3,7386.5,7387.6,7386.9,7386.9,7386.9,7386.5,7387.3,7386.9,7386.4,7387.6,7386.7,7386.7,7386.5,7385.9,7386.4,7385.9,7386.7,7386.7,7386.5,7386.7,7386.7,7386.5,7386.7,7386.7,7386.7,7386.7,7387.3,7387.3,1
7403.6,7403.2,7404,7404,7400.9,7403.2,7401.6,7399,7397.2,7397.2,7396.6,7396.6,7395,7395.7,7395,7396.6,7395,7396.1,7397.2,7397.2,7397.2,7397.2,7397.2,7397.2,7397.2,7397.2,7397.2,7397.2,7397.2,7397.2,1
7425.1,7425.1,7425.1,7425.1,7425.1,7425.1,7425.1,7425.1,7425.1,7425,7425,7425,7425,7425.1,7425.1,7425.1,7425.1,7425.3,7426.9,7426.9,7424.6,7424.4,7426.1,7426.3,7425.8,7426.1,7426.9,7425.4,7426.1,7426.1,1
7450,7450,7450,7450,7450,7450,7450,7450,7450,7450,7449.9,7450,7450,7450,7450,7450,7450,7450,7450,7450,7450,7450,7450,7450,7450,7450,7450,7450,7450,7450,1
7435,7436,7436,7436,7436,7436,7436,7447.8,7434,7434,7434,7434.7,7434.7,7435,7435,7445.8,7445.7,7435.4,7439.6,7446.3,7438.7,7438.7,7435,7435,7436.9,7436.9,7436.9,7438.3,7436.9,7437.6,0
7473.7,7474.7,7475,7473.9,7474.4,7474.4,7475,7469.3,7473.7,7475,7475,7473.8,7474.3,7474.3,7475,7474.3,7475,7473.5,7473.5,7473.5,7473.5,7474.3,7473.8,7473.5,7473.5,7473.5,7473.5,7473,7472.8,7472.1,1
7470.2,7470.2,7471.3,7471.3,7470.1,7471.3,7471.3,7470.6,7471.7,7470.5,7470.5,7471.3,7470.9,7470.9,7473,7471.3,7471.5,7473,7474.8,7474.8,7474.7,7474.7,7474.8,7475,7475,7480,7475,7481.4,7475.7,7481.4,0
7501.6,7502.2,7502.2,7502.2,7502.3,7502.3,7501.8,7501.8,7502.3,7505.3,7505.3,7505.3,7505.3,7504.5,7504.5,7504.7,7504.5,7505.3,7504.5,7505.3,7505.3,7504.6,7504.6,7504.6,7504.6,7504.6,7504.6,7503.9,7502.1,7500.1,1
